src,dst,time_s_2018,distance_km_2018,year,time_s_2025,distance_km_2025,delta_time_s,delta_distance_km,pct_time,pct_distance
14,19,604,7.832,2018,536,7.838,-68,0.006000000000000227,-11.258278145695364,0.07660878447395592
14,20,732,9.736,2018,638,8.928,-94,-0.8079999999999998,-12.841530054644808,-8.29909613804437
14,21,718,8.893,2018,626,8.908,-92,0.014999999999998792,-12.813370473537605,0.16867198920497908
14,22,458,6.004,2018,432,6.022,-26,0.018000000000000682,-5.676855895196507,0.29980013324451504
14,23,603,8.353,2018,577,8.522,-26,0.16900000000000048,-4.311774461028192,2.023225188555016
14,24,495,6.024,2018,457,6.797,-38,0.7729999999999997,-7.6767676767676765,12.832005312084988
14,25,309,3.897,2018,416,5.663,107,1.7660000000000005,34.627831715210355,45.31691044393124
14,26,501,6.069,2018,469,6.165,-32,0.09600000000000009,-6.387225548902195,1.5818091942659434
14,27,584,7.923,2018,545,7.705,-39,-0.21799999999999997,-6.678082191780822,-2.7514830241070296
14,28,545,7.097,2018,500,7.119,-45,0.021999999999999353,-8.256880733944955,0.3099901366774602
14,29,303,3.002,2018,229,2.626,-74,-0.3759999999999999,-24.422442244224424,-12.524983344437038
14,30,810,10.631,2018,767,10.622,-43,-0.009000000000000341,-5.3086419753086425,-0.08465807543975487
14,31,602,7.826,2018,560,8.187,-42,0.36099999999999977,-6.976744186046512,4.612829031433679
14,32,488,6.222,2018,469,6.536,-19,0.31399999999999917,-3.8934426229508197,5.046608807457396
14,33,556,7.258,2018,517,7.311,-39,0.052999999999999936,-7.014388489208632,0.730228713144116
14,34,441,5.796,2018,413,5.814,-28,0.017999999999999794,-6.349206349206349,0.31055900621117655
14,35,525,7.113,2018,491,7.112,-34,-0.001000000000000334,-6.476190476190475,-0.01405876564038147
14,36,579,7.905,2018,545,7.901,-34,-0.004000000000000448,-5.872193436960276,-0.05060088551550218
14,37,570,7.403,2018,546,7.43,-24,0.027000000000000135,-4.2105263157894735,0.36471700661894013
14,38,357,3.913,2018,379,4.645,22,0.7319999999999998,6.162464985994398,18.706874520828006
14,39,611,8.373,2018,566,8.365,-45,-0.007999999999999119,-7.3649754500818325,-0.09554520482502232
14,40,453,6.355,2018,420,6.355,-33,0.0,-7.28476821192053,0.0
14,41,819,10.821,2018,793,11.028,-26,0.20700000000000074,-3.1746031746031744,1.9129470474078252
14,42,462,5.504,2018,444,5.674,-18,0.17000000000000082,-3.896103896103896,3.08866279069769
14,43,615,7.914,2018,574,7.968,-41,0.05400000000000027,-6.666666666666667,0.6823351023502687
14,44,662,8.901,2018,600,8.872,-62,-0.028999999999999915,-9.365558912386707,-0.3258060892034593
14,45,554,7.019,2018,525,7.068,-29,0.04899999999999949,-5.234657039711191,0.6981051431827823
14,46,334,4.278,2018,296,4.277,-38,-0.0009999999999994458,-11.377245508982035,-0.023375409069645768
14,47,388,4.507,2018,348,4.564,-40,0.057000000000000384,-10.309278350515463,1.2646993565564764
14,48,556,7.609,2018,508,7.574,-48,-0.03500000000000014,-8.633093525179856,-0.45998160073597244
14,49,387,4.926,2018,368,5.234,-19,0.30799999999999983,-4.909560723514212,6.252537555826225
14,50,576,7.502,2018,532,7.529,-44,0.027000000000000135,-7.638888888888889,0.35990402559317697
15,1,431,5.83,2018,484,7.024,53,1.194,12.296983758700696,20.480274442538594
15,2,399,4.764,2018,325,4.252,-74,-0.5120000000000005,-18.546365914786968,-10.747271200671713
15,3,661,9.4,2018,689,10.842,28,1.4420000000000002,4.236006051437216,15.340425531914894
15,4,640,8.168,2018,673,9.341,33,1.173,5.15625,14.360920666013714
15,5,304,3.904,2018,317,4.054,13,0.15000000000000036,4.276315789473684,3.8422131147541077
15,6,508,6.237,2018,452,6.413,-56,0.17600000000000016,-11.023622047244094,2.8218694885361577
15,7,216,2.896,2018,241,3.14,25,0.24400000000000022,11.574074074074074,8.425414364640892
15,8,157,2.244,2018,158,2.269,1,0.02499999999999991,0.6369426751592357,1.1140819964349336
15,9,649,9.619,2018,668,9.794,19,0.1750000000000007,2.9275808936825887,1.8193159372076173
15,10,394,6.227,2018,364,6.225,-30,-0.002000000000000668,-7.614213197969544,-0.03211819495745411
15,11,489,6.619,2018,544,7.815,55,1.1960000000000006,11.247443762781186,18.06919474240823
15,12,484,6.552,2018,637,8.911,153,2.359,31.611570247933884,36.004273504273506
15,13,577,7.592,2018,638,8.84,61,1.2480000000000002,10.571923743500866,16.438356164383567
15,14,405,6.211,2018,379,6.208,-26,-0.0030000000000001137,-6.419753086419753,-0.04830140074062331
15,15,0,0.0,2018,0,0.0,0,0.0,,
15,16,493,5.917,2018,365,5.025,-128,-0.8919999999999995,-25.963488843813387,-15.075207030589818
15,17,427,4.92,2018,448,5.872,21,0.952,4.918032786885246,19.349593495934958
15,18,654,9.415,2018,707,8.749,53,-0.6659999999999986,8.103975535168196,-7.073818374933602
15,19,368,4.865,2018,337,4.867,-31,0.0019999999999997797,-8.423913043478262,0.04110996916751859
15,20,445,5.496,2018,458,6.485,13,0.9889999999999999,2.9213483146067416,17.994905385735077
15,21,426,5.431,2018,433,6.41,7,0.9790000000000001,1.643192488262911,18.026146197753636
15,22,343,4.813,2018,353,4.915,10,0.10200000000000031,2.9154518950437316,2.119260336588413
15,23,439,6.052,2018,498,7.415,59,1.3630000000000004,13.439635535307518,22.521480502313292
15,24,493,7.692,2018,438,8.195,-55,0.5030000000000001,-11.156186612576064,6.539261570462821
15,25,164,2.142,2018,337,4.556,173,2.414,105.48780487804879,112.69841269841272
15,26,333,4.577,2018,305,4.602,-28,0.025000000000000355,-8.408408408408409,0.546209307406606
15,27,314,3.959,2018,287,4.112,-27,0.15300000000000002,-8.598726114649681,3.8646122758272297
15,28,443,5.391,2018,421,6.012,-22,0.6209999999999996,-4.966139954853273,11.519198664440726
15,29,253,3.297,2018,205,3.098,-48,-0.1990000000000003,-18.972332015810274,-6.035790112223242
15,30,647,8.33,2018,688,9.515,41,1.1850000000000005,6.3369397217928904,14.22569027611045
15,31,395,5.197,2018,361,5.216,-34,0.019000000000000128,-8.60759493670886,0.36559553588609056
15,32,487,7.89,2018,450,7.934,-37,0.04400000000000048,-7.597535934291582,0.5576679340937958
15,33,441,6.067,2018,437,6.204,-4,0.13699999999999957,-0.9070294784580499,2.25811768584143
15,34,326,4.605,2018,333,4.707,7,0.10199999999999942,2.147239263803681,2.214983713355036
15,35,410,5.922,2018,411,6.005,1,0.08300000000000018,0.24390243902439024,1.401553529213107
15,36,416,5.604,2018,465,6.794,49,1.1899999999999995,11.778846153846153,21.234832262669514
15,37,454,6.212,2018,467,6.323,13,0.11100000000000065,2.8634361233480177,1.7868641339343312
15,38,355,5.581,2018,331,4.79,-24,-0.7910000000000004,-6.760563380281689,-14.173087260347614
15,39,448,6.072,2018,486,7.258,38,1.186,8.482142857142858,19.532279314888008
15,40,338,5.164,2018,341,5.248,3,0.08400000000000052,0.8875739644970414,1.6266460108443168
15,41,655,8.52,2018,714,9.921,59,1.4009999999999998,9.007633587786259,16.443661971830984
15,42,297,4.108,2018,285,4.194,-12,0.0860000000000003,-4.040404040404041,2.093476144109063
15,43,500,6.723,2018,495,6.861,-5,0.1379999999999999,-1.0,2.052655064703256
15,44,393,4.937,2018,341,4.946,-52,0.008999999999999453,-13.231552162849871,0.18229694146241548
15,45,452,5.313,2018,445,5.961,-7,0.6480000000000006,-1.5486725663716814,12.196499153020904
15,46,219,3.087,2018,216,3.17,-3,0.08299999999999974,-1.36986301369863,2.6886945254292107
15,47,202,2.87,2018,254,3.561,52,0.6909999999999998,25.742574257425744,24.0766550522648
15,48,287,3.645,2018,249,3.648,-38,0.0030000000000001137,-13.240418118466899,0.08230452674897432
15,49,385,6.594,2018,349,6.632,-36,0.03799999999999937,-9.35064935064935,0.5762814680012036
15,50,461,6.311,2018,453,6.424,-8,0.11300000000000043,-1.735357917570499,1.7905244810648142
16,1,677,8.454,2018,606,8.384,-71,-0.07000000000000028,-10.487444608567207,-0.8280104092737198
16,2,145,1.268,2018,178,1.375,33,0.10699999999999998,22.758620689655174,8.438485804416402
16,3,831,10.106,2018,812,12.202,-19,2.096,-2.286401925391095,20.740154363744313
16,4,894,10.792,2018,796,10.701,-98,-0.0909999999999993,-10.961968680089486,-0.843217197924382
16,5,625,7.124,2018,536,6.52,-89,-0.6040000000000001,-14.24,-8.478382930937677
16,6,828,10.124,2018,695,9.637,-133,-0.4870000000000001,-16.062801932367147,-4.810351639668116
16,7,414,4.41,2018,363,4.5,-51,0.08999999999999986,-12.318840579710146,2.040816326530609
16,8,507,6.534,2018,470,6.46,-37,-0.07399999999999984,-7.297830374753452,-1.1325374961738575
16,9,847,11.133,2018,791,11.154,-56,0.021000000000000796,-6.6115702479338845,0.18862840204797265
16,10,171,2.192,2018,223,2.248,52,0.05600000000000005,30.409356725146196,2.5547445255474472
16,11,735,9.243,2018,667,9.175,-68,-0.06799999999999962,-9.251700680272108,-0.7356918749323771
16,12,682,8.066,2018,760,10.271,78,2.205,11.436950146627565,27.336969997520455
16,13,823,10.216,2018,760,10.2,-63,-0.016000000000000014,-7.654921020656136,-0.15661707126076757
16,14,219,2.71,2018,261,3.071,42,0.3610000000000002,19.17808219178082,13.32103321033211
16,15,579,7.077,2018,462,5.837,-117,-1.2400000000000002,-20.207253886010363,-17.52154867881871
16,16,0,0.0,2018,0,0.0,0,0.0,,
16,17,612,6.949,2018,571,7.232,-41,0.28300000000000036,-6.699346405228758,4.072528421355596
16,18,852,10.929,2018,830,10.109,-22,-0.8200000000000003,-2.5821596244131455,-7.502973739591915
16,19,687,8.155,2018,579,8.091,-108,-0.06400000000000006,-15.72052401746725,-0.7847946045370946
16,20,815,10.059,2018,681,9.181,-134,-0.8780000000000001,-16.441717791411044,-8.728501839149022
16,21,800,9.216,2018,720,10.062,-80,0.8460000000000001,-10.0,9.179687500000002
16,22,541,6.327,2018,475,6.275,-66,-0.0519999999999996,-12.199630314232902,-0.8218745060850262
16,23,685,8.676,2018,621,8.775,-64,0.0990000000000002,-9.343065693430656,1.141078838174276
16,24,658,8.232,2018,517,8.102,-141,-0.129999999999999,-21.428571428571427,-1.5792031098153427
16,25,392,4.22,2018,460,5.916,68,1.6960000000000006,17.346938775510203,40.18957345971565
16,26,556,6.494,2018,451,5.666,-105,-0.8279999999999994,-18.884892086330936,-12.750230982445327
16,27,666,8.246,2018,632,8.45,-34,0.20399999999999885,-5.105105105105105,2.473926752364769
16,28,628,7.42,2018,544,7.372,-84,-0.04800000000000004,-13.375796178343949,-0.6469002695417795
16,29,358,3.427,2018,210,2.127,-148,-1.3000000000000003,-41.340782122905026,-37.93405310767436
16,30,893,10.954,2018,810,10.875,-83,-0.07900000000000063,-9.29451287793953,-0.7211977359868598
16,31,685,8.149,2018,603,8.439,-82,0.2900000000000009,-11.97080291970803,3.558718861209976
16,32,652,8.43,2018,529,7.841,-123,-0.5889999999999995,-18.865030674846626,-6.9869513641755585
16,33,639,7.581,2018,560,7.562,-79,-0.019000000000000128,-12.363067292644757,-0.25062656641604175
16,34,524,6.119,2018,456,6.067,-68,-0.0519999999999996,-12.977099236641221,-0.849812060794241
16,35,608,7.436,2018,534,7.365,-74,-0.07099999999999973,-12.171052631578947,-0.9548144163528742
16,36,662,8.228,2018,588,8.154,-74,-0.07399999999999984,-11.178247734138973,-0.899368011667475
16,37,652,7.726,2018,590,7.683,-62,-0.04300000000000015,-9.509202453987731,-0.5565622573129712
16,38,520,6.121,2018,418,4.574,-102,-1.5470000000000006,-19.615384615384617,-25.27364809671623
16,39,694,8.696,2018,609,8.618,-85,-0.0779999999999994,-12.247838616714697,-0.8969641214351358
16,40,536,6.678,2018,463,6.608,-73,-0.07000000000000028,-13.619402985074627,-1.048218029350109
16,41,901,11.144,2018,836,11.281,-65,0.13700000000000045,-7.214206437291898,1.2293610911701405
16,42,517,5.929,2018,425,5.175,-92,-0.7540000000000004,-17.79497098646035,-12.717152976893242
16,43,698,8.237,2018,618,8.221,-80,-0.016000000000000014,-11.461318051575931,-0.19424547772247194
16,44,745,9.224,2018,691,9.199,-54,-0.025000000000000355,-7.248322147651007,-0.2710320901994835
16,45,637,7.342,2018,568,7.321,-69,-0.020999999999999908,-10.832025117739404,-0.2860256061018784
16,46,417,4.601,2018,339,4.53,-78,-0.07099999999999973,-18.705035971223023,-1.5431427950445495
16,47,443,4.932,2018,329,4.065,-114,-0.867,-25.733634311512414,-17.57907542579075
16,48,639,7.932,2018,599,7.901,-40,-0.031000000000000583,-6.259780907668231,-0.39082198688855996
16,49,550,7.134,2018,428,6.539,-122,-0.5950000000000006,-22.181818181818183,-8.340342024109905
16,50,659,7.825,2018,575,7.782,-84,-0.04300000000000015,-12.746585735963581,-0.5495207667731647
17,1,577,7.426,2018,632,8.111,55,0.6850000000000005,9.532062391681109,9.224346889307844
17,2,705,7.876,2018,622,7.6,-83,-0.2760000000000007,-11.77304964539007,-3.50431691213815
17,3,597,7.347,2018,600,8.414,3,1.0669999999999993,0.5025125628140703,14.52293453110112
17,4,839,10.616,2018,895,12.477,56,1.8610000000000007,6.6746126340882,17.530143180105508
17,5,625,7.627,2018,653,8.062,28,0.4349999999999996,4.4799999999999995,5.703422053231934
17,6,728,9.096,2018,721,9.364,-7,0.2680000000000007,-0.9615384615384616,2.9463500439753814
17,7,262,2.558,2018,279,2.847,17,0.28900000000000015,6.488549618320611,11.297888975762321
17,8,478,5.967,2018,493,6.277,15,0.3100000000000005,3.1380753138075312,5.195240489358145
17,9,708,9.388,2018,779,11.022,71,1.6340000000000003,10.028248587570623,17.405198125266303
17,10,700,9.339,2018,660,9.573,-40,0.23399999999999999,-5.714285714285714,2.5056215868936715
17,11,635,8.215,2018,693,8.902,58,0.6869999999999994,9.133858267716535,8.362751065124764
17,12,382,3.824,2018,548,6.483,166,2.659,43.455497382198956,69.53451882845188
17,13,723,9.188,2018,786,9.927,63,0.738999999999999,8.71369294605809,8.043099695254668
17,14,711,9.323,2018,676,9.556,-35,0.23299999999999876,-4.922644163150492,2.499195537916966
17,15,551,6.51,2018,485,5.654,-66,-0.8559999999999999,-11.978221415607985,-13.149001536098309
17,16,800,9.029,2018,662,8.373,-138,-0.6560000000000006,-17.25,-7.265477904529854
17,17,0,0.0,2018,0,0.0,0,0.0,,
17,18,696,8.355,2018,825,9.527,129,1.1719999999999988,18.53448275862069,14.027528426092145
17,19,594,7.053,2018,605,7.818,11,0.7649999999999997,1.8518518518518516,10.846448319863883
17,20,714,9.031,2018,707,8.908,-7,-0.12300000000000111,-0.9803921568627451,-1.3619754180046628
17,21,697,8.113,2018,695,8.888,-2,0.7750000000000004,-0.2869440459110474,9.552569949463829
17,22,402,4.582,2018,471,5.693,69,1.1109999999999998,17.16417910447761,24.247053688345694
17,23,585,7.648,2018,647,8.502,62,0.854000000000001,10.598290598290598,11.166317991631812
17,24,799,10.804,2018,735,11.543,-64,0.738999999999999,-8.010012515644556,6.840059237319501
17,25,286,2.842,2018,296,3.169,10,0.32699999999999996,3.4965034965034967,11.505981703026036
17,26,654,8.295,2018,640,8.61,-14,0.3149999999999995,-2.1406727828746175,3.797468354430374
17,27,598,7.037,2018,544,6.713,-54,-0.32399999999999984,-9.03010033444816,-4.604234759130309
17,28,124,1.211,2018,164,1.489,40,0.278,32.25806451612903,22.95623451692816
17,29,559,6.409,2018,502,6.446,-57,0.03699999999999992,-10.196779964221825,0.5773131533780609
17,30,793,9.926,2018,836,10.602,43,0.6760000000000002,5.422446406052964,6.810396937336289
17,31,584,7.121,2018,629,8.167,45,1.0459999999999994,7.705479452054795,14.688948181435183
17,32,793,11.002,2018,747,11.282,-46,0.27999999999999936,-5.800756620428752,2.544991819669145
17,33,455,4.224,2018,519,6.695,64,2.471,14.065934065934066,58.49905303030303
17,34,385,4.374,2018,452,5.485,67,1.1110000000000007,17.402597402597404,25.400091449474182
17,35,263,2.481,2018,322,3.577,59,1.096,22.433460076045627,44.17573559048771
17,36,561,7.2,2018,614,7.881,53,0.681,9.44741532976827,9.458333333333334
17,37,514,5.981,2018,615,7.41,101,1.4290000000000003,19.64980544747082,23.89232569804381
17,38,661,8.693,2018,628,8.138,-33,-0.5549999999999997,-4.992435703479576,-6.384447256413203
17,39,593,7.668,2018,635,8.345,42,0.6770000000000005,7.082630691399664,8.828899321857074
17,40,199,1.723,2018,252,2.82,53,1.0969999999999998,26.633165829145728,63.66802089378988
17,41,801,10.116,2018,862,11.008,61,0.8919999999999995,7.615480649188515,8.817714511664684
17,42,618,7.826,2018,620,8.202,2,0.37600000000000033,0.3236245954692557,4.8044978277536465
17,43,353,3.282,2018,406,4.433,53,1.1509999999999998,15.01416430594901,35.070079219987804
17,44,716,8.656,2018,667,8.942,-49,0.2859999999999996,-6.843575418994413,3.304066543438073
17,45,133,1.133,2018,165,1.279,32,0.1459999999999999,24.06015037593985,12.886142983230354
17,46,226,2.252,2018,238,2.583,12,0.3310000000000004,5.3097345132743365,14.69804618117231
17,47,523,6.593,2018,589,7.569,66,0.976,12.619502868068832,14.803579554072503
17,48,610,7.364,2018,575,7.644,-35,0.28000000000000025,-5.737704918032787,3.802281368821296
17,49,691,9.706,2018,646,9.98,-45,0.2740000000000009,-6.512301013024602,2.82299608489595
17,50,504,6.011,2018,532,7.086,28,1.0750000000000002,5.555555555555555,17.883879554150724
18,1,436,5.007,2018,379,3.958,-57,-1.0489999999999995,-13.073394495412844,-20.950669063311356
18,2,919,12.043,2018,823,9.81,-96,-2.2329999999999988,-10.44613710554951,-18.54189155526031
18,3,262,2.686,2018,431,4.266,169,1.58,64.50381679389314,58.82352941176471
18,4,320,3.221,2018,320,2.384,0,-0.8370000000000002,0.0,-25.985718720894134
18,5,863,11.676,2018,673,7.492,-190,-4.184,-22.0162224797219,-35.83418979102432
18,6,608,7.652,2018,536,5.651,-72,-2.0010000000000003,-11.842105263157894,-26.15002613695766
18,7,700,7.726,2018,622,6.839,-78,-0.8869999999999996,-11.142857142857142,-11.480714470618684
18,8,716,10.016,2018,715,8.886,-1,-1.1300000000000008,-0.13966480446927373,-11.281948881789146
18,9,124,0.894,2018,336,2.931,212,2.037,170.96774193548387,227.85234899328856
18,10,914,13.506,2018,861,11.783,-53,-1.7230000000000008,-5.798687089715536,-12.75729305493855
18,11,384,4.251,2018,354,3.489,-30,-0.7620000000000005,-7.8125,-17.92519407198307
18,12,444,4.649,2018,562,5.86,118,1.2110000000000003,26.576576576576578,26.048612604861265
18,13,603,7.744,2018,533,5.774,-70,-1.9699999999999998,-11.608623548922056,-25.439049586776857
18,14,926,13.49,2018,877,11.766,-49,-1.7240000000000002,-5.291576673866091,-12.779836916234249
18,15,708,9.41,2018,707,8.263,-1,-1.1470000000000002,-0.14124293785310735,-12.189160467587675
18,16,1014,13.196,2018,863,10.583,-151,-2.6129999999999995,-14.891518737672586,-19.8014549863595
18,17,726,7.899,2018,713,7.978,-13,0.07899999999999974,-1.790633608815427,1.0001265983035794
18,18,0,0.0,2018,0,0.0,0,0.0,,
18,19,422,5.592,2018,398,4.114,-24,-1.4779999999999998,-5.687203791469194,-26.430615164520745
18,20,595,7.587,2018,517,5.521,-78,-2.066,-13.109243697478993,-27.23078950836958
18,21,604,8.007,2018,480,5.185,-124,-2.822,-20.52980132450331,-35.24416135881104
18,22,435,4.657,2018,435,4.357,0,-0.2999999999999998,0.0,-6.441915396177793
18,23,331,4.375,2018,305,2.895,-26,-1.48,-7.854984894259818,-33.82857142857143
18,24,1013,14.969,2018,936,13.753,-77,-1.2159999999999993,-7.601184600197433,-8.123455140623951
18,25,725,8.01,2018,665,7.737,-60,-0.2729999999999997,-8.275862068965518,-3.408239700374528
18,26,892,12.349,2018,862,11.219,-30,-1.1300000000000008,-3.3632286995515694,-9.150538505142123
18,27,532,6.977,2018,493,5.272,-39,-1.705,-7.330827067669173,-24.43743729396589
18,28,742,8.37,2018,686,8.118,-56,-0.2519999999999989,-7.547169811320755,-3.01075268817203
18,29,774,10.576,2018,702,8.656,-72,-1.92,-9.30232558139535,-18.15431164901664
18,30,518,5.816,2018,617,6.617,99,0.8010000000000002,19.111969111969113,13.772352132049523
18,31,481,5.905,2018,391,4.095,-90,-1.8100000000000005,-18.711018711018713,-30.6519898391194
18,32,1007,15.167,2018,947,13.492,-60,-1.674999999999999,-5.958291956305859,-11.043713324981862
18,33,413,4.47,2018,466,4.879,53,0.4089999999999998,12.832929782082324,9.14988814317673
18,34,453,4.914,2018,454,4.624,1,-0.29000000000000004,0.22075055187637968,-5.901505901505902
18,35,523,5.834,2018,700,8.692,177,2.8580000000000005,33.84321223709369,48.98868700719919
18,36,393,5.207,2018,361,3.728,-32,-1.4789999999999996,-8.142493638676845,-28.40407144228922
18,37,430,4.108,2018,379,3.114,-51,-0.9939999999999998,-11.86046511627907,-24.1966893865628
18,38,875,12.86,2018,829,10.348,-46,-2.5119999999999987,-5.257142857142857,-19.53343701399688
18,39,359,4.566,2018,322,3.093,-37,-1.4729999999999999,-10.30640668523677,-32.26018396846255
18,40,551,7.08,2018,606,7.354,55,0.274,9.98185117967332,3.8700564971751414
18,41,590,7.09,2018,609,6.855,19,-0.23499999999999943,3.2203389830508473,-3.3145275035260853
18,42,856,11.88,2018,889,11.439,33,-0.4410000000000007,3.8551401869158877,-3.712121212121218
18,43,591,5.932,2018,565,5.763,-26,-0.16900000000000048,-4.39932318104907,-2.8489548213081672
18,44,642,8.617,2018,527,5.737,-115,-2.880000000000001,-17.91277258566978,-33.42230474643148
18,45,751,8.292,2018,710,8.067,-41,-0.22499999999999964,-5.459387483355526,-2.713458755426913
18,46,664,7.42,2018,581,6.575,-83,-0.8449999999999998,-12.5,-11.388140161725065
18,47,761,10.642,2018,793,10.329,32,-0.31299999999999883,4.204993429697766,-2.9411764705882244
18,48,578,7.656,2018,539,5.942,-39,-1.7139999999999995,-6.747404844290658,-22.387669801462902
18,49,905,13.871,2018,847,12.19,-58,-1.681000000000001,-6.4088397790055245,-12.118809026025527
18,50,330,3.564,2018,483,5.099,153,1.5350000000000001,46.36363636363636,43.06958473625141
19,1,117,1.014,2018,88,1.026,-29,0.01200000000000001,-24.786324786324787,1.1834319526627228
19,2,666,8.378,2018,570,7.827,-96,-0.5510000000000002,-14.414414414414415,-6.576748627357366
19,3,452,5.659,2018,407,5.525,-45,-0.13399999999999945,-9.955752212389381,-2.367909524650989
19,4,393,3.696,2018,277,3.343,-116,-0.3530000000000002,-29.51653944020356,-9.550865800865806
19,5,520,6.625,2018,331,4.137,-189,-2.4880000000000004,-36.34615384615385,-37.55471698113208
19,6,143,1.513,2018,116,1.547,-27,0.03400000000000003,-18.88111888111888,2.247191011235957
19,7,389,4.913,2018,379,5.045,-10,0.13199999999999967,-2.570694087403599,2.6867494402605265
19,8,373,4.965,2018,345,4.952,-28,-0.0129999999999999,-7.506702412868632,-0.26183282980865863
19,9,448,5.878,2018,380,5.199,-68,-0.6790000000000003,-15.178571428571427,-11.551548145627768
19,10,661,9.841,2018,608,9.8,-53,-0.04099999999999859,-8.018154311649017,-0.41662432679604305
19,11,175,1.803,2018,148,1.817,-27,0.014000000000000012,-15.428571428571427,0.7764836383804776
19,12,416,5.042,2018,463,5.401,47,0.359,11.298076923076923,7.120190400634669
19,13,233,2.689,2018,226,2.757,-7,0.06800000000000006,-3.004291845493562,2.5288211230940894
19,14,672,9.825,2018,624,9.783,-48,-0.041999999999999815,-7.142857142857142,-0.42748091603053245
19,15,365,4.358,2018,319,4.385,-46,0.027000000000000135,-12.602739726027398,0.6195502524093652
19,16,760,9.531,2018,610,8.6,-150,-0.9310000000000009,-19.736842105263158,-9.7681250655755
19,17,489,6.073,2018,512,6.424,23,0.351,4.703476482617587,5.779680553268565
19,18,453,5.674,2018,478,5.178,25,-0.49600000000000044,5.518763796909492,-8.741628480789574
19,19,0,0.0,2018,0,0.0,0,0.0,,
19,20,129,1.125,2018,102,1.091,-27,-0.03400000000000003,-20.930232558139537,-3.022222222222225
19,21,105,1.064,2018,78,1.085,-27,0.020999999999999908,-25.71428571428571,1.973684210526307
19,22,284,3.035,2018,269,3.031,-15,-0.0040000000000000036,-5.28169014084507,-0.13179571663920933
19,23,149,1.6,2018,144,1.781,-5,0.18099999999999983,-3.3557046979865772,11.31249999999999
19,24,736,11.251,2018,597,9.667,-139,-1.5839999999999996,-18.88586956521739,-14.078748555683937
19,25,495,6.184,2018,463,6.183,-32,-0.001000000000000334,-6.4646464646464645,-0.016170763260031275
19,26,549,7.298,2018,446,6.38,-103,-0.9180000000000001,-18.761384335154826,-12.578788709235408
19,27,141,1.557,2018,136,1.548,-5,-0.008999999999999897,-3.546099290780142,-0.5780346820809182
19,28,505,6.544,2018,484,6.564,-21,0.020000000000000462,-4.158415841584159,0.30562347188264766
19,29,520,6.911,2018,450,6.673,-70,-0.23799999999999955,-13.461538461538462,-3.443785269859638
19,30,303,3.427,2018,276,3.432,-27,0.004999999999999893,-8.91089108910891,0.14590020426028283
19,31,102,0.973,2018,89,0.975,-13,0.0020000000000000018,-12.745098039215685,0.2055498458376158
19,32,704,10.382,2018,608,9.406,-96,-0.9759999999999991,-13.636363636363635,-9.400886149104211
19,33,372,4.557,2018,354,4.593,-18,0.03599999999999959,-4.838709677419355,0.7899934167215181
19,34,325,3.972,2018,311,3.373,-14,-0.5989999999999998,-4.3076923076923075,-15.080563947633427
19,35,485,6.56,2018,475,6.557,-10,-0.0029999999999992255,-2.0618556701030926,-0.04573170731706137
19,36,78,0.624,2018,61,0.625,-17,0.0010000000000000009,-21.794871794871796,0.1602564102564104
19,37,306,3.245,2018,283,3.255,-23,0.009999999999999787,-7.516339869281046,0.30816640986131855
19,38,622,9.195,2018,576,8.365,-46,-0.8300000000000001,-7.395498392282958,-9.026644915715062
19,39,158,1.62,2018,132,1.624,-26,0.0040000000000000036,-16.455696202531644,0.2469135802469138
19,40,413,5.802,2018,404,5.8,-9,-0.0019999999999997797,-2.1791767554479415,-0.034470872113060665
19,41,311,3.617,2018,302,3.838,-9,0.22100000000000009,-2.8938906752411575,6.110035941387893
19,42,513,6.829,2018,419,5.972,-94,-0.8569999999999993,-18.323586744639375,-12.54942158441938
19,43,575,7.361,2018,559,7.413,-16,0.05200000000000049,-2.782608695652174,0.7064257573699292
19,44,180,1.969,2018,170,1.967,-10,-0.0020000000000000018,-5.555555555555555,-0.10157440325038099
19,45,514,6.466,2018,509,6.513,-5,0.04699999999999971,-0.9727626459143969,0.7268790596968715
19,46,391,5.104,2018,354,5.075,-37,-0.028999999999999915,-9.462915601023019,-0.5681818181818165
19,47,418,5.591,2018,398,5.414,-20,-0.1770000000000005,-4.784688995215311,-3.165802182078349
19,48,235,2.604,2018,204,2.587,-31,-0.016999999999999904,-13.191489361702127,-0.6528417818740363
19,49,652,10.208,2018,593,9.35,-59,-0.8580000000000005,-9.049079754601227,-8.405172413793109
19,50,395,4.801,2018,372,4.813,-23,0.011999999999999567,-5.822784810126582,0.249947927515092
20,1,187,2.178,2018,152,1.83,-35,-0.34799999999999986,-18.71657754010695,-15.977961432506882
20,2,704,8.995,2018,633,8.461,-71,-0.5339999999999989,-10.085227272727272,-5.936631461923279
20,3,514,6.823,2018,486,6.66,-28,-0.16300000000000026,-5.447470817120623,-2.388978455224978
20,4,415,4.106,2018,342,4.147,-73,0.04100000000000037,-17.59036144578313,0.9985387238188108
20,5,558,7.239,2018,394,4.771,-164,-2.468,-29.39068100358423,-34.093106782704794
20,6,90,0.708,2018,86,0.772,-4,0.06400000000000006,-4.444444444444445,9.03954802259888
20,7,426,5.528,2018,442,5.679,16,0.1510000000000007,3.755868544600939,2.7315484804631094
20,8,411,5.58,2018,408,5.586,-3,0.006000000000000227,-0.7299270072992701,0.10752688172043419
20,9,538,7.611,2018,461,6.382,-77,-1.229,-14.312267657992564,-16.14768098804362
