od_id,origin_name,dest_name,expected_quadrant,status_2018,time_s_2018,distance_km_2018,status_2025,time_s_2025,distance_km_2025,delta_time_s,delta_distance_km,pct_time,pct_distance,error_2018,error_2025,shape_2018,shape_2025
OD-011,Q6 - Phạm Văn Chí,Q6 - Bình Tiên,Q1_DATA,ok,143.3,1.106,ok,102.5,1.054,-40.8,-0.052,-28.47,-4.7,,,ed_oS_qqljEsYzGtJfjAvIrdA~HzbAlq@sHtc@_FlMtYnN`YnH`O`LzVzHbQdYhm@hU`e@pShd@uWjNs@^,ed_oS_qqljEkSxEiEdAd@fFxAvQfBrTxA|QZnD^hErHp{@\xDb@lFjG|w@NnBtAQvn@aHxHm@dJu@|MuC~BfFdJfStA~B|FxL`F`KhBpDpB~D~BhFhGjNd@z@bAlBrDrJhAzBnClFbJdRj@nAtBtE|EjKtEdJb@z@tDnHdFxKbGtMzAvCePdH??
OD-012,Cát Lái port area,Mai Chí Thọ (west end),Q1_DATA,ok,587.7,8.4,ok,559.9,9.251,-27.8,0.851,-4.73,10.13,,,{pooSgvesjEaIsHgjC_hCgj@kf@yQgRsBmB{AwAwAqAsl@qi@mf@ug@yeB_fBek@wt@kjBu_CevAg}A{K}L_fBeaBok@kf@cRmM{CaC{BwBwAwC{BeBaA]uBYwBDmBd@kBfAuAdBi@xAQbAsAjAch@pw@we@hm@ad@pp@_g@ps@yP~^aHtSe@rm@o@hz@{BpwCCx_@eAv{BiAtaA{Bnb@[`AcOnb@oPjU{S|P}c@|]yf@j`@wmApfAso@|i@a[lWq`@l^ef@~^wlB~{Aqp@fg@wm@dg@mEtDmC`CivC`gC}t@zk@yNhLaWjSuVlHmKtA}N|@uT]yJq@sLqB}WyM}PkHaXoJyVoGuUkE}WmD}_@}DyUqCiOeB_|@sKrBrLlCnOrAfHnJ~r@|QvsAvCrXh@tCjB`MhIdj@pWxmBhA`JtXroBbT~cBnJ|u@zN|`A`Ef]dDtXpJvt@|Hpk@vEl]dCfNhCpKxLj\|DbJpPtb@~JvT_^lOc`Ara@wFqO,k`ooS_xfsjEmK|J}AkBqHtHwm@gl@ee@{c@ib@aa@qFaAwmA}iA{AwAwAqAef@qc@ye@of@ekBeiBah@co@yI_NwbB_}Buu@}{@uTwTaHmFcJeNefAedA_f@}`@mZqVcQ_NgSeMU}Ag@wA]k@a@i@oAiA_Bs@}Aa@m@Eo@?aCVcBj@wA~@eApAs@`B[hBClBFzAv@tBqk@pu@wXr_@mm@rx@i^r[kI~LeHnMuKdVaGzSHbIGjEe@~_@e@vk@?xC\bCeCb{CaAbaBg@~f@ErTu@zaA@jIo@fJaA`LiBjH_EvMeGhN_IfK{GfHiI|GmFnEgCdBua@n^uf@hc@sWjUy{@nt@ag@zb@w[nWse@j`@mFnDw[~Vw`Apu@gEvCaRpNi@b@uBhB[VgIrGw[fWoWxS_d@x\_GnEkG`FmCfCa|EfaEaWjSuVlHmKtA}N|@uT]yJq@qJaBqJcEaH}CkFgC_Bo@oFgCmEsBaXoJyVoGad@oI_JcA_Fk@eLgAa\cEcKuAkDw@gDaAaCkAyBqAyB}AqBaBuDuD{BgDgB_EeC}GaI{VgFgP_DyJcImUyQwo@gRms@uGkVeAwAcDwCyDqBeBi@oDm@oCTcB~@gA`BkBpGS|BDzCjA~LpEvSdJ`c@tUz~@ZtAtBxGbCnGdCjFz@fBt@hBhAhD~@nDhA|EtAzEbC~G~@`ClBbEdMxUlB`Lb@hCRjAVvAtA`I|B~MQdEdCpSr@fF|C`UfFbd@`CpQxDjXn@xDhCxPvGhe@bC|PdGpf@dAtIdGzi@`AtI~VfoBvTxgBdMjbAdIho@bKpz@zIjs@rHxo@dGh_@dCvJpEdN`b@zaAg[hKq`A`a@`FvL
OD-013,Thủ Thiêm ven sông,Cầu Ba Son (Q1 side),Q1_DATA,ok,229.1,3.634,ok,200.2,3.022,-28.9,-0.612,-12.61,-16.84,,,_ahqSgwqpjEnx@e^p_Bus@zkAeh@vm@qXdDmFkGh@cn@fWilAbi@w~Ads@isCvoAmUvHmKfGkhAld@wF`CsTnJmJhFkBhCaCfDoArCw@xCY|E?tBLbCtBlJpDjRxAlRFdMo@bNmDf\gBtJcBfRcOhhBp@|Eo@lJMjPz@hQhCnOBHrDxLbEpIxFpLdIdLrFvFjQ`MtFhCxGzCxGnBjHxBtXfIjLhDxe@lNjLfDni@|OlFzC~D`AvG~AlAXxJnCvH`DrGnC~EzC`GvDbPxKxCpBhg@`c@zn@ti@|[xXbJt@uD_IeVcSm}AcqAsNyK}IiHqGyDoHwD_A],_ahqSgwqpjEnx@e^faBat@dc@qRrFaCxDeBbEmBjD}AfD{Avh@aVbHaD}BwFkH~Cyh@pUeDvAkD|AiEjBsDdB}HfFi`@`Qy`Bzs@ipCvlAmXvKmKfGcDrAgcAxa@wF`CsTnJmJhFkBhCaCfDoArCw@xCY|E?tBLbCtBlJpDjRxAlRFdMo@bNwEvf@e@fEw@|H?r@BxBkQbgBp@|Eo@lJMjPjAvPf@hFrAzHtD~LbEpIxFpLdIdLrFvFjQ`MtFhCxGzCxGnBjHxBtXfIjLhDxe@lNjLfDni@|O`MpHhFxAvLxDdIdCfG~BvFxChGdDtEnCjGzEbEzCjBuBlAuAaJqHkN_LqGyDoHwD_A]
OD-014,Bình Chánh - QL50 (east),Bình Chánh - QL50 (west),Q1_DATA,ok,328.2,4.567,ok,286.9,4.59,-41.3,0.023,-12.58,0.5,,,cthmS{cpjjEaUqBkWuAwy@mE{_@_Cqo@}DsZiBqaAcG}YoBa_@eC{Pk@o\_AsGi@gL]|Rvf@|aApeCri@vtAzL|ZzP|b@zN|^na@ldAn`@~bAne@~lAvQfh@pItT|b@`iAtk@~zAzw@fpB~dApmCbN~^hx@ptBzZxz@tC`JrElQr@vE`AnMWvFShDaA~CsBjDqCbCwDvBeEv@}E?gDSkEqAkC_BkBmBcBoC}@iCq@qCEoDRsDVqBdB_EpAwBvBsBhDmBnEmAxFu@tMw@tM[do@pGnKd@~q@lGfQrAjx@jIhJpC|a@tDr{@|H|CkWi{BsT}PyBaKgEqOiDqKqC_JkDwEsC}DwC,i`imS_dqjjE@n@wFjDwAtViYeBsCIaGO}Lk@qCQ_E_@gGa@aCEmOeAmBKsLo@gAG{H_@uAEsN_AqBIgBKuP_AuJa@eE[yFYcBMyUmA{l@wEgIg@qDYuFSeCYyN}@aIm@eJa@mDOyFqBiOs@mCMgBI}He@}Ks@bAdD|EzMnKxXrCdHz{@jxBri@vtAdMp[~KjYxItTrHdRna@ldAnk@rzAlT|l@^hAdAjC|A~DpCdHbMxZpItT|b@`iAtk@~zA|_@rbA|Vrl@hZpv@ti@~uAbN~^hx@ptBzZxz@tC`JrElQr@vE`AnMWvFShDaA~CsBjDqCbCwDvBeEv@q@?kD?gDSkEqAkC_BkBmBcBoC}@iCq@qCEoDRsDVqBdB_EpAwBvBsBhDmBnEmAxFu@tGo@pR_At\lDhFh@~I`Ax_AfI|iAxJ~JvDzD\dE^~P|AzCXji@xEzRhAjByU}v@oIgHs@aSmBcf@yEqLs@mOmGqOiDqKqC_JkDwEsC}DwC
OD-015,Bình Thạnh - Bình Lợi,Thủ Đức - Linh Đông,Q1_DATA,ok,745.8,9.511,ok,643.9,9.256,-101.9,-0.255,-13.66,-2.68,,,y|_sSes`qjEpPbFza@`Lln@bR|XtFpVlHdoAp]fTzDtMf@dM?~Kg@|McBpNeDzG}BbH}B|^}LdSyG~PwExk@wO`c@_Nr|@kUhx@e]jMwIf~@ac@nRcL_BeKoCeWAK_B{Ws@wOm@eJuAqQwBwTk@{F}C{UyE{q@aGgq@sCs@OeSxcAuPbBc@`IoAhXeChOi@`HUtKDxHbA~CLzYnGbMdH|KzIv@jD|ErMtb@riEtj@xfFzXjaCzBbWZdIj@jOoAxRh@|Ig@fLsArNqC`PqBjJaCjJuDbL_GxNgH|G_FxKwGfNoAfJkq@duAm]z|@wJlUwL~[qSbz@iMjl@oHna@cDxRsBdEcAxI{C~c@[tZsArFc@zFk@xC_BnEqBlCiBbBeCfCcDnC_DdAwEhBm`@M}G~@o_@_AmUc@uBEaAAk^Qcj@y@{EC{OYkH]_Rq@{c@_@iFEc@?oJHqDBgp@a@uMk@uVsDoVoGs\mJ_W_Hqo@kH{Ns@a[gBqToAk\iCmSmAk]kAuv@}FiFa@iv@kEmJOm~@qEesAyIqSuA_XgAiPcAeIe@csEsWumBeNkPiAkkAaI{UgDyQmFgAgDoBoCmCoBcDgAiE]iBDiSgkAiU{wAkBsNaMkq@yL{o@yG{XkGcSmMea@cT_i@kK_TuLqTaOkVmNeUiHsJ_EmH{]me@aa@ki@aT}Y|E{@zFoBdKmJnLaMlD_QtK{SrZoV~OqNbt@my@nPoQsl@mi@iMqLsEkDcDqAwB_BsPkLyu@wh@nPkR~JgLwSsL,y|_sSes`qjEpPbFza@`Lln@bR|XtF~g@`O~s@fSvHtBdPlDJ?hTbAlDIxDC~Kg@pM}BhNyDjH{BjHaCx^mKxd@uNfn@aSrbBif@nb@{OxDgBdY{Mzj@oXtf@_Yjf@wZpg@u]hGmEpKgHnDw@~JgFjM_DzCm@kAkHa@mG[sHu@iHYaEoCs}@cEkqAlAuEpB{DvByBhD}AnC}@pIzDjCnAtHpFrCrBbFx_@`V`{BjKxaAtj@xfFxVh`CnBjRVhC`@hCl@jCv@dCIdNKfHYfH[pFe@pFeAxM_AxIeAdGyAzHg@zAaEpKuFzPsDxIoHrPOZsO~ZQfIaCrE{Rf`@uOp[aLnWad@~jAyKf]uDhM_DzKcEvNuC|MiMjl@wH|a@o@|Ca@xCs@dGiCrFcAxI{C~c@G`GSrRsArFc@zFk@xCiBbFgBxBiBbBoApAu@t@cDnC_DdAwEhBwQGaFCaDrAgBKqBKaESkx@qAoq@iAsU]wIYsBCoKOoHIeRQgPQyYKmHCsFEqp@oAcKKyRaCgL{BiOeE{[yIw]cJwj@iFoBMkBKms@gEyWaBqNw@kCKgCKkc@}CivBiMwIg@am@yD_PcA_W_BqMy@eMw@iTuA_Jk@qRmAkg@aD_KB}`AaGycEcWcz@gFcKu@gFeAgNm@kH[oDUoEYuXeBcMaA{D{CoEiDwE_CwGuDsLgIaHaJ{FeIoGoGKc@i@{BuCuPuEsWaOg|@}H_i@wEy[mRubAcJe[oAeEsIaZ_EuJ{L_]wD{Ji@mAwBqFcK{TaOeW{@yAeEgHwPuX}DeGsAsBqAwBaAsAiHwLmSaWgE{FqYi_@yYoa@dEwDdKmJnLaMlD_QzBkExGoM|E{DtSsP~OqNb^ea@lAwAnTsVpNkO{TeSyI_IsH}GiBiBiMqLsEkDcDqAwB_BsPkLyu@wh@nRuTmQuK
OD-016,Q1 - Nguyễn Huệ,Nút giao An Phú,Q2_INFRA,ok,510.7,7.712,ok,562.5,8.244,51.8,0.532,10.14,6.9,,,_zppSsrqojElH|g@kZdJaa@|LyCvAyC`A_Cv@ab@xNSHkCfA{LtEiRtFmgAp^afAmdAqPcOa^m[w[mYsjA}cAg{AcsA}{@ov@`a@}c@cDkCmD_CuD_IeVcSm}AcqAsNyK}IiHqGyDoHwDqHsC_OmFcKcDkC_A{EIeI}BqWaIwTeHus@oS{_@wKeHyB_GgC{DcB{DkCyFoEoFcFgFmFqDgFiC{EwD{G}CkGaCmHm@}BsAaHq@_Fk@eFQoFImIRiJHsGxAqDfPefB~Iep@cAeIjA{XAiOw@iOw@mGcB_H}E}PkOy^mEcL}JgU}DkGaEqE{DcEyFsEsFwDiDsBkEuB_IkCwJgCeJ{AcHaAeK_@_cCq@_n@MmOIqNU{L_AuFw@eF_A}GqBqFiBsG{C{GgEyIuGm@e@kE{EsKkOlEoDie@}n@eN}P_E_@kUmXuDeD_EiFoBuD}@}AF_EuAwD^wNEmM}@sJm@{SoA{ToKgfAcNcnAeXozBaCwVwAcOaWcjC_KocAwKuaAFyIqEmZ{Icf@sD{UkDkGwDg^uXikCqSefB}JyaAe\y~CaK_cAeEyb@_Es^iCeSuAcTScS?iUx@gVHmIlAqIQ_Ii@kHeAyLcFyGuDqH}GkQeGqR[eH{DqSgEsZNmFaBkNo@eI~@eH^cFzBuMbBkJ|@wKC_EBkFyAgOkEmQeKo\eMoZgJaS,swqpSa_qojEf_@_GqE}VcGc\y[u[qCmCpRcTtA}Avn@qr@~NiPda@gc@|TiWnB{BGsBWuAm@sAy@aAcAw@oAc@{AUwB?cz@j_AeC{BgP_OmO}MuBsAaCgAww@}[}B}@uEkBl@iCVyBR}CW}BqAmCoB_BqB}@sEQkFMyAGiPg@{@GiBAyKq@aFW_K{@kBOgL_ByGgAyQyCkHmAaZyEer@mLcE`@_COoGy@oT_Ey^yGiRuDwRoDcASuE{@c`@eHqC[iC?_DLyBZaD~@cEhBcDpD{MbOm@p@q@r@_h@nk@}LzQqBz@cBTaBG_Bs@gVkSarAyfA_CoBsFoEaJqHkN_LqGyDoHwDqHsC_OmFaCw@qEoAwKeBeI}BqWaIwTeHus@oS{_@wKeHyB_GgC{DcB{DkCyFoEoFcFgFmFqDgFiC{EwD{GwBkEe@_AaCmHo@cCqA{Gq@_Fk@eFQoFImIRiJHsGxAqDzPyfBpCmT`DeVk@cMjA{XAiOw@iOw@mGcB_HgBoGiCmHsNk^oEmLyIgTwE}HeDeEcEiEgGmF{FcEkGcDqF}BoH}B_IeByIoAqHo@aRWwIKwoBU{m@MmOIqNU{L_AuFw@eF_A}GqBeFkBuHuEeGsE}F}EsFiFyFiG_@g@kEmF_F_HoEmHuRmYmSaZ}JuLmDgEiN_Q{FaIyB}T\oO]yX]}Ji@}Ju@}KcAyKuW{~B}Iev@qCqS}@yHuO}xAwCyZw@qJi@aHwFqk@eCgVkCyWkBkSeCyVeDo\eBwQ_Es_@yAoLoDkUwM_u@{@uE`BkKo_@mjDg_@ykDmWwbCiZuzCeAaKyA_LoAmNe@iTKeKR}IlBc]B_C?uBe@iNs@kIyAsM{@wEiAcG_DuKqEeMiCeH_HsPvOsA|Jk@wB{SqDg^qFgb@kBeMi@yD}GkYgPcm@eKo\eIuR_CyFcJwRO]
OD-017,Thủ Thiêm R2,Cao tốc HCM-Long Thành,Q2_INFRA,ok,440.0,4.998,ok,364.8,5.103,-75.2,0.105,-17.09,2.1,,,irhqS}v_qjEic@sz@cjA|l@aQ{]ge@k`AjYcUdBiBfMyM~MkRrYqa@pQw]dX~B~l@~E`TeCiKwVca@}`Aog@gjAkJkS}L_ZeNoZsE}JmBkEgCyFqFwMiVcm@uJyTgOs^w@wA_KwTqPub@}DcJyLk\iCqKeCgNwEm]}Hqk@qJwt@eDuXaEg]{N}`AoJ}u@cT_dBuXsoBiAaJqWymBiIej@kBaMi@uCwCsX}QwsAoJ_s@sAgHmCoOsBsLwd@{Esz@iIoi@kFclAgNavBiT}e@cG_k@mFebAyL{c@{CcKuCex@iJg{@uIyt@}Ikn@{Jyb@_KmBu@,_zhqSgr_qjE??rCE`BoCoSw`@yN{XcjA|l@aQ{]ge@k`Ax]wY~KoL|LaQtZ{b@lSg_@vm@zF|O~AnBj@dBv@lAdA`BfCr@vAp@z@NRlA`AjAl@pA`@rBXvB@nBUrA_@TGvAw@jAcA`AqAp@{A^aBPgBAgBQgBe@eBu@_BgAqAsAeA_Bs@eB_@kBOgBuBmAeBsH{Py[}o@kLwVaWyi@__@_|@_NeZyLeYg^cy@}JuUaGeN_Vok@g]sw@}DaJmE}MwCsMyFe\iC{UgNilACMsKa{@yIco@eH{h@eDyX_B{MgQuwAeVmoBiAsI_Hgi@eA{H_BiMaEkYaCcR}Ggd@mBkNy@eGuDwXuAkMoBqQeDaT_A_HcHwi@kBsC}B_NuAaIWwASkAc@iCmBaLsFiEuCmByCeBgDiBqDyAaD_Aw@QkBc@iDg@gQaBuh@eFeKcAi]gDcI_AuH}@cLqAoR{BsOgBaGs@uxAaO_J_AaJ}@iFi@iLyAsXiDc`@aEkJaAaGs@oKoAiw@iJmE{Bgc@cDac@cEgPmBg{@uIu@KoGu@_Gs@mLwAaRsCoNiHqWuMqKqGoC{BsCoD{B}EqAaF
OD-018,Thủ Đức - Tăng Long,Thủ Đức - Lã Xuân Oai,Q2_INFRA,ok,197.3,2.068,ok,249.4,1.977,52.1,-0.091,26.41,-4.4,,,}y|tSy{gujEkMfB{UtDnPh_AzCrSdDtRxEhMfF`f@jFpc@tJhr@bIng@vNr{@sBdDDzH_AbL{DvP}GxUmBrIyS`p@eFlPs@pHSxS|@~RbCxI~BtIvHjJ|AvGpVhc@pLsEhM_Dj@QfEiAlN_BdOw@`ESdESpGu@~PcF~Ae@h\uJbBe@nAtChRvb@~Mj\rCpR|@hInGlk@?~A@nJtGJvPcCwEeWP{AbKeE`MgC`FmC_DgRoCuHfP{E|TmE,ox|tSi}fujEDXP`AF`@kBb@yMxBcDl@gBZcGm_@eDoSsF|@dRdmAt@zE`BlKjE|Xn@bEzJfo@fGr`@jI`i@lA|Hh@jDjJlm@zC`SzB`O\zBVzGGrEQxGq@lLkA~Hs@nDu@jEaE|LyB|H}@vBsPxf@wAbEgAbE{C~K_AnI]bGLfRvD|KbDrLnBlHnAhDfC`FnD`HzJpOxBjDlErMfLcG`NgDhFkA~LsBdOy@`HWdBMnGu@vPcF`Cu@vZcJxEnEtPhc@hNtZdErT~WyHrBbGlTaIbDfCfP{E~NgBrFo@
OD-019,Bình Tân - Bà Hom,Bình Tân - Kênh Nước Đen,Q2_INFRA,ok,249.0,1.525,ok,259.9,2.123,10.9,0.598,4.38,39.21,,,u}hoSgzyijEi\t@}Aa[iL{l@aZnI__@lKyZrHqCg^W_D}TgYgAqBuHiNms@wqA_DuHKgH~Hka@j@wBsaAeDh@wMgn@_AAuFfJef@fFic@TuDx@{Lf@_Dck@`C}d@NmXg@wNYiFYdD}k@,w}hoSqzyijEg\~@}Aa[iL{l@eGbB{QjF__@lKyV|FuBd@QuBwB_V[}BaAgEk@}Am@{@{MqRkBwCoJkPiPiXk@gA_OcXmPqZmAgCoA_D_@mAM_AE}@CaFnA_HtEaOx@yDv@yC^}AtQ{q@lIw[tIg]}l@zAmPAudAI_Eh[uArMcEd\}AdNQ~G?xBJdFZpF`Hbf@aC\mEV_g@Wo]{@aVcA_G_@rBic@PuL`DgeAWsEx@mN|@iDhAqBdA_F`@uHeMm@wFEjBuh@
OD-020,Tân Bình - Trần Quốc Hoàn,Tân Bình - Cộng Hòa,Q2_INFRA,ok,238.7,2.628,ok,260.1,3.399,21.4,0.771,8.97,29.34,,,krjrSom{ljE|Kb@~AcYbXjCjGd@tKb@zSXtFJx]|BcAlWi@xQgAx\}Dl|@qDh`AwAt^gBlc@_F~vAyC|t@kChn@K~BcBfm@e@jKa@xWiA~f@wFrxAmIzwBuBpZiCpo@}Bjh@QhFsAvc@gBzc@eg@sD{~@eGg[oBm\_CoVeB{p@iD{w@qCcB~\iCjL_@~BMdI,orjrSyk{ljEtLHxBiXxDgh@VcCB[z@_HjB_LlE{W|@wJLsB?sBc@wS{AM{TaEcKkBoWyEg^uG_Ca@kUgEuAWuEq@wE}@qFdM_WvcA}C`NoC~LaGpVqDrYwDjo@kC|d@aDfXgGdWuOds@yCzPaB~EiBvAuBf@mJGyLh@srAmFoCGaD@wDTgDXeDd@iDpAmC`BuC~BwAzBoAdCi@zC]pDiAzSoBpf@mBtf@iEvuAg@tc@oBhw@oGrf@{G`q@qBti@_@`KoE|aBs@`IsAdEoC`e@oA|Sq@|Kl@dElGzTnNfc@zBrHf[ffA`IhXxJt\r\hrApCvK|EeAga@i_BkAgE
OD-021,Thủ Đức - Vành đai 3 (north),Thủ Đức - Long Thành (south),Q2_INFRA,ok,386.1,4.267,ok,480.1,4.484,94.0,0.217,24.35,5.09,,,igruSkurujEvpBk}BhuCacDzgBqqBbKJfHjGj_Aid@yIum@`uHutIr`AgcA|t@|s@dZvYnYfXzZrXvUqZnEgUv@sr@fJqf@jnB~Vz[pNt`Ah{@xFlGtoH`gHp{AstA|TbQ,ykpuSeopujEkXwWyEbFe@pCgMkLaZoWb{F}qGl]a`@|l@{p@xKwNxj@}n@dIiAfG~D`DjDbc@yWvT{LjEcDiJ_m@xHmIlcAujAnd@mg@dOmPfWcYdkBssBlFuFdv@y{@~b@kg@dIoJlG`G~g@lg@xC|CzYfYfTvRdInH|UrTpKzJ|WvVrVlUhFtEdFzE`BtBbKzRq@vEJ|EfArE~BtDlDhCjEpAtDTtDUnLfFvAn@bDhCvKfKVRdBpApTtStDlDboAfgAdT~NlLxHnR`OjRzNrFfEbGhD`MfHrKrGbAl@fYzPpBlAtDzBxD|BpCbBjJvFtG|DbGnDzBrAjBhAlN~IjEkJzEkKbcAyyBh~AawAbTdQ
OD-022,Q1 - Lê Lợi,Q1 - Hai Bà Trưng,Q3_AMBIGUOUS,ok,144.9,1.599,ok,153.5,2.099,8.6,0.5,5.94,31.27,,,u_rpSimkojE~b@pt@|P`\pRt]|m@vgA}i@~b@as@pz@g_@nd@mCdDqQpTaJzKgpAn}AskAecAcLsJ{X}VmNcMiVgTueAs_AyMoL,u_rpSwlkojEb@b@zKbRbFrIvDpGnBhDv@lAnC|EdB`DbJ|PnBpDtBzDxHjNpDxGbElHv@vAzSj_@pBlDfJnPjBfD|ApCzHlNr@nAhKdRtAdCjBzCbHdLjBvCvEjHmBhaAEzAk@nEgAlEgAz@u@nAi@bBo@j@iB`BcCvCkBtDcYfn@qChGeKdUiGdN_K~TaBpDsAvCai@|kAiF~AwD^iFPaA@gB@iCBgIuH_f@wd@o@o@uBoB{DmCsw@qt@qBPcAy@kEiEiD_DwUwSaQ}Oun@wj@i{@ex@sYmWmAgAie@eb@_BwA{MuL
OD-023,Q3 - Nam Kỳ Khởi Nghĩa,Q1 - Pasteur,Q3_AMBIGUOUS,ok,142.6,1.652,ok,122.9,1.617,-19.7,-0.035,-13.81,-2.12,,,yyypS{z}njEwMbNpB|AxU|SvCnCxXxV~V|SnOxMvw@rq@j`@ed@jV}XtBeC{fAqbAskAecAcLsJ{X}VmNcMiVgTueAs_Ag{@}u@aSuQws@cp@bUcW,qdzpSkk}njE^\|SfRjG|Ftf@jc@|GdGxWxU~OtNxUpRlHrFbU_Wd]u_@tB_CdCmC{DmCsw@qt@qBPcAy@kEiEiD_DwUwSaQ}Oun@wj@i{@ex@sYmWmAgAie@eb@_BwAiz@qu@ohAgdAdTcV
OD-024,Q5 - Trần Hưng Đạo,Q5 - An Dương Vương,Q3_AMBIGUOUS,ok,133.6,1.499,ok,126.0,1.463,-7.6,-0.036,-5.69,-2.4,,,}gloS_~rmjEx@tGhBrRmwByFyBfAqB`AyBZuBXwUfDoFt@gFbG|Vpl@{IfE|IhShGfQvQzg@nOjr@x@jF~B`FnOdlAhSbeB`ApHfG~g@jAvKcIp@{s@xMyCh@mGjAm_@`Hke@rIiCiR,qgloSy}rmjE`@lDP`BdBfNZhCeEG}b@s@kT]yBC_t@gAgD`@wBXqBXkBVoUdDoQfCqEn@wDh@tAvDlBlEvUli@|IhSlGjQxQfi@`Mhf@nBdIzBrK`AjGjCvSlE~]b@nDfLj_AT`CvGvi@\hC}LxAoNdBaFl@i`@zEuGv@{`@|EmNbB{UtCnI|t@
OD-025,Tân Phú - Lũy Bán Bích,Tân Phú - Âu Cơ,Q3_AMBIGUOUS,ok,283.5,2.601,ok,232.4,2.636,-51.1,0.035,-18.02,1.35,,,yzpqSsvdkjE\xPhy@uFi@yWxCuOfj@jErAoQ`Due@P}BdGaeAhBe^rCo\rAaJ`Ogb@bL{[tEiNtI}UpO_b@`@eCfFwRbCoMn@{Osh@aEhC}x@t@eXnAwe@gB{Ww@uLsAeSvG{RnCiI}F{x@ak@tMsV~EoIlBulBtb@ueDzx@cA}CcEkTyDaJgC_EgCgD_FgEaDqAqBw@aE_AgScDoEu@}g@{JmS}D_Gb_@s@lE,sgqqSwxdkjEjAm@bDuA|Ca@hy@kFxDuRxTdBxRtBfB_O|@yMbB{VhCqd@hDcf@d@cQ^iITaDdCiWrAgJrB}FtGoRpAuDxGcRvCsKfE{LhKgZnIyVfCqHh@sBVcARgAX{AV_BPoARqATwBRwBh@_G^cEb@wER}BT_C{CYoUwBsCWwD_@cGi@cgA_KuMoAq[{CwRcBmj@gFkGk@_ToBs{@cIeDYaf@gE}YiCwZmCkEa@eoA}KsVyByP{Ay@i@m@g@k@y@[gAGqAHgAXcAd@{@jAmAjB_@rMeC`ViFjl@mM~|@aThAY`Du@_A{DS}@{BsJOo@s@cCk@_Bo@aBq@}Ay@iBeAgBwAaB}A{A{AoAoBgAcCmAkDgAyAWwAYuDs@eM_CuBa@yCk@m_@gHkAU_Eu@gQeDmFr\cAxG
OD-026,Q4 - Nguyễn Tất Thành,Q4 - Bến Vân Đồn,Q3_AMBIGUOUS,ok,145.6,1.641,ok,136.4,1.59,-9.2,-0.051,-6.32,-3.11,,,uuvoSckmojEnGpKqJnGmKdHkS{Z}QkZaDoFsC~A_WbOoKrH_PhJwJtGsKvIgMxLyf@bh@ye@`g@oKjJ}G`FyGtDgMdGsh@vV{An@wh@lUw]|Pwh@hWmRjJwe@rV_GzCnDxC~F{C~EiCbg@_WdHyDj`@cRxMoGjNdQvg@no@~RhU,iwvoS_jmojEyHuMuGlE{AbAyJxGoTs]uBsDoAt@iAn@wDxB}P`KiPfKeKtGwJtGsKvIgMxLyf@bh@ye@`g@oKjJ}G`FyGtDgMdGyKxEuJfEyKxEgBt@oCn@cg@dYw]|P{c@nTgD|AiCrAuMtGkb@bSqDTsC`A_CnBnFxEv@{@|@{@~Cu@bB{@tBcA~]oQjLeGbCyAdDyA~[sOtFmCbFaCnBxB`JbL`DbEtFlHzDdF~EdH~I|JbCrC~QfT^`@
OD-027,Tôn Đức Thắng (south),Tôn Đức Thắng (north),Q3_AMBIGUOUS,ok,192.5,2.644,ok,177.2,2.632,-15.3,-0.012,-7.95,-0.45,,,}~spSydyojEdDuBlCuC~C_HbAmHY{FaCgDiMs@yZeAoHT{Ea@wKMuHy@m]uE{XwDkI}A}CUiFi@oBWyl@eKgh@iJoa@oJgc@yGkGqAcZaFgBa@qDo@iEzA{VlXoSzT_DhD}JtKmd@bh@mD_CuD_IeVcSm}AcqAsNyK}IiHqGyDoHwDqHsC_OmFcKcDkC_A{EIeI}BqWaIwTeHus@oS{_@wKeHyB_GgC{DcB{DkCyFoEoFcFgFmFqDgFiC{EwD{G}CkGaCmHm@}BwFpArDxLbEpIxFpLdIdLrFvFjQ`MtFhCxGzCxGnBjHxBtXfIjLhDxe@lNjLfDni@|OlFzC~D`AvG~AlAXxJnCvH`DrGnC~EzC`GvD^V,s{spS{eyojEzBsBrBsCtAsCl@iCVyBR}CW}BqAmCoB_BqB}@sEQkFMyAGiPg@{@GiBAyKq@aFW_K{@kBOgL_ByGgAyQyCkHmAaZyEer@mLcE`@_COoGy@oT_Ey^yGiRuDwRoDcASuE{@c`@eHqC[iC?_DLyBZaD~@cEhBcDpD{MbOm@p@q@r@_h@nk@}LzQqBz@cBTaBG_Bs@gVkSarAyfA_CoBsFoEaJqHkN_LqGyDoHwDqHsC_OmFaCw@qEoAwKeBeI}BqWaIwTeHus@oS{_@wKeHyB_GgC{DcB{DkCyFoEoFcFgFmFqDgFiC{EwD{GwBkEe@_AaCmHo@cCwFpAtD~LbEpIxFpLdIdLrFvFjQ`MtFhCxGzCxGnBjHxBtXfIjLhDxe@lNjLfDni@|O`MpHhFxAvLxDdIdCfG~BvFxChGdDtEnCgBbC
